timestamp,process_id,user_id,type,address,size
85,similar_user1,1,WRITE,0x40000000,4096
90,similar_user0,0,WRITE,0x0,4096
97,similar_user3,3,READ,0xc0000000,4096
113,similar_user2,2,READ,0x80000000,4096
172,similar_user0,0,READ,0x1000,4096
183,similar_user1,1,READ,0x40001000,4096
216,similar_user3,3,WRITE,0xc0001000,4096
228,similar_user2,2,WRITE,0x80001000,4096
249,similar_user0,0,WRITE,0x2000,4096
272,similar_user1,1,WRITE,0x40002000,4096
306,similar_user3,3,WRITE,0xc0002000,4096
316,similar_user2,2,READ,0x80002000,4096
344,similar_user0,0,WRITE,0x3000,4096
354,similar_user1,1,WRITE,0x40003000,4096
399,similar_user2,2,READ,0x80003000,4096
421,similar_user0,0,READ,0x4000,4096
432,similar_user3,3,READ,0xc0003000,4096
460,similar_user1,1,READ,0x40004000,4096
498,similar_user2,2,READ,0x80004000,4096
500,similar_user0,0,READ,0x5000,4096
548,similar_user1,1,READ,0x40005000,4096
562,similar_user3,3,WRITE,0xc0004000,4096
571,similar_user0,0,READ,0x6000,4096
592,similar_user2,2,WRITE,0x80005000,4096
644,similar_user1,1,WRITE,0x40006000,4096
656,similar_user0,0,READ,0x7000,4096
684,similar_user3,3,READ,0xc0005000,4096
705,similar_user2,2,WRITE,0x80006000,4096
752,similar_user1,1,WRITE,0x40007000,4096
756,similar_user0,0,READ,0x8000,4096
780,similar_user3,3,WRITE,0xc0006000,4096
801,similar_user2,2,WRITE,0x80007000,4096
825,similar_user1,1,WRITE,0x40008000,4096
849,similar_user0,0,READ,0x9000,4096
900,similar_user3,3,WRITE,0xc0007000,4096
916,similar_user2,2,READ,0x80008000,4096
930,similar_user1,1,WRITE,0x40009000,4096
938,similar_user0,0,READ,0xa000,4096
990,similar_user3,3,READ,0xc0008000,4096
1015,similar_user2,2,READ,0x80009000,4096
1017,similar_user0,0,WRITE,0xb000,4096
1033,similar_user1,1,READ,0x4000a000,4096
1105,similar_user2,2,READ,0x8000a000,4096
